 GRD LAT LON SQ1 SQ2     LAT      LON      BOX    %   TOPOG  VEG               
 474  13  33  62  63    31.25   156.00   76969     0      0   0                
 475  13  34  64  65    31.25   160.80   76969     0      0   0                
 476  13  35  66  67    31.25   165.60   76969     0      0   0                
 477  13  36  68  69    31.25   170.40   76969     0      0   0                
 478  13  37  70  71    31.25   175.20   76969     0      0   0                
 479  13  38  72  73    31.25   180.00   76969     0      0   0                
 480  13  39  74  75    31.25   184.80   76969     0      0   0                
 481  13  40  76  77    31.25   189.60   76969     0      0   0                
 482  13  41  78  79    31.25   194.40   76969     0      0   0                
 483  13  42  80  81    31.25   199.20   76969     0      0   0                
 484  13  43  82  83    31.25   204.00   76969     0      0   0                
 485  13  44  84  84    31.25   208.80   76969     0      0   0                
 486  13  45  85  86    31.25   213.60   76969     0      0   0                
 487  13  46  87  88    31.25   218.40   76969     0      0   0                
 488  13  47  89  90    31.25   223.20   76969     0      0   0                
 489  13  48  91  92    31.25   228.00   76969     0      0   0                
 490  13  49  93  94    31.25   232.80   76969     0      0   0                
 491  13  50  95  96    31.25   237.60   76969     0      0   0                
 492  13  51  97  98    31.25   242.40   76969     0      0   0                
 493  13  52  99 100    31.25   247.20   76969     0      0   0                
 494  13  53 101 102    31.25   252.00   76969     0      0   0                
 495  13  54 103 104    31.25   256.80   76969     0      0   0                
 496  13  55 105 106    31.25   261.60   76969     0      0   0                
 497  13  56 107 108    31.25   266.40   76969     0      0   0                
 498  13  57 109 109    31.25   271.20   76969     0      0   0                
 499  13  58 110 111    31.25   276.00   76969     0      0   0                
 500  13  59 112 113    31.25   280.80   76969     0      0   0                
 501  13  60 114 115    31.25   285.60   76969     0      0   0                
 502  13  61 116 117    31.25   290.40   76969     0      0   0                
 503  13  62 118 119    31.25   295.20   76969     0      0   0                
 504  13  63 120 121    31.25   300.00   76969     0      0   0                
 505  13  64 122 123    31.25   304.80   76969     0      0   0                
 506  13  65 124 125    31.25   309.60   76969     0      0   0                
 507  13  66 126 127    31.25   314.40   76969     0      0   0                
 508  13  67 128 129    31.25   319.20   76969     0      0   0                
 509  13  68 130 131    31.25   324.00   76969     0      0   0                
 510  13  69 132 132    31.25   328.80   76969     0      0   0                
 511  13  70 133 134    31.25   333.60   76969     1      0   0                
 512  13  71 135 136    31.25   338.40   76969     0      0   0                
 513  13  72 137 138    31.25   343.20   76969     0      0   0                
 514  13  73 139 140    31.25   348.00   76969     0      0   0                
 515  13  74 141 142    31.25   352.80   76969     0      0   0                
 516  13  75 143 144    31.25   357.60   76969     0      0   0                
 517  14   1   1   2    33.75     2.25   77277     0      0   0                
 518  14   2   3   4    33.75     6.75   77277     0      0   0                
 519  14   3   5   5    33.75    11.25   77277     0      0   0                
 520  14   4   6   7    33.75    15.75   77277     0      0   0                
 521  14   5   8   9    33.75    20.25   77277     0      0   0                
 522  14   6  10  11    33.75    24.75   77277     0      0   0                
 523  14   7  12  13    33.75    29.25   77277     0      0   0                
 524  14   8  14  14    33.75    33.75   77277     0      0   0                
 525  14   9  15  16    33.75    38.25   77277     0      0   0                
 526  14  10  17  18    33.75    42.75   77277     0      0   0                
 527  14  11  19  20    33.75    47.25   77277     0      0   0                
 528  14  12  21  22    33.75    51.75   77277     0      0   0                
 529  14  13  23  23    33.75    56.25   77277     0      0   0                
 530  14  14  24  25    33.75    60.75   77277     0      0   0                
 531  14  15  26  27    33.75    65.25   77277     0      0   0                
 532  14  16  28  29    33.75    69.75   77277     0      0   0                
 533  14  17  30  31    33.75    74.25   77277     0      0   0                
 534  14  18  32  32    33.75    78.75   77277     0      0   0                
 535  14  19  33  34    33.75    83.25   77277     0      0   0                
 536  14  20  35  36    33.75    87.75   77277     0      0   0                
 537  14  21  37  38    33.75    92.25   77277     0      0   0                
 538  14  22  39  40    33.75    96.75   77277     0      0   0                
 539  14  23  41  41    33.75   101.25   77277     0      0   0                
 540  14  24  42  43    33.75   105.75   77277     0      0   0                
 541  14  25  44  45    33.75   110.25   77277     0      0   0                
 542  14  26  46  47    33.75   114.75   77277     0      0   0                
 543  14  27  48  49    33.75   119.25   77277     0      0   0                
 544  14  28  50  50    33.75   123.75   77277     0      0   0                
 545  14  29  51  52    33.75   128.25   77277     0      0   0                
 546  14  30  53  54    33.75   132.75   77277     0      0   0                
 547  14  31  55  56    33.75   137.25   77277     0      0   0                
 548  14  32  57  58    33.75   141.75   77277     0      0   0                
 549  14  33  59  59    33.75   146.25   77277     0      0   0                
 550  14  34  60  61    33.75   150.75   77277     0      0   0                
 551  14  35  62  63    33.75   155.25   77277     0      0   0                
 552  14  36  64  65    33.75   159.75   77277     0      0   0                
 553  14  37  66  67    33.75   164.25   77277     0      0   0                
 554  14  38  68  68    33.75   168.75   77277     0      0   0                
 555  14  39  69  70    33.75   173.25   77277     0      0   0                
 556  14  40  71  72    33.75   177.75   77277     0      0   0                
 557  14  41  73  74    33.75   182.25   77277     0      0   0                
 558  14  42  75  76    33.75   186.75   77277     0      0   0                
 559  14  43  77  77    33.75   191.25   77277     0      0   0                
 560  14  44  78  79    33.75   195.75   77277     0      0   0                
 561  14  45  80  81    33.75   200.25   77277     0      0   0                
